#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100100100000-111-39EDMG,201100100100000,Head of HR,Deputy County Administrator/HR Director,201100100100000-7D01440,[redacted],[redacted],[redacted],[redacted],,135 North Court Street,,Prattville,AL,"=""36067""",county,Autauga County,Autauga,County,Autauga,http://www.autaugaco.org/,334-358-6700,135 North Court Street,Prattville,AL,"=""36067""",55639.0,10-Mar-2023,SAME
2,201100200200000-111-39EDMG,201100200200000,Head of HR,Personnel Director,201100200200000-C20949E,[redacted],[redacted],[redacted],[redacted],,322 Courthouse Square,,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
3,201100300300000-111-39EDMG,201100300300000,Head of HR,HR Officer,201100300300000-F5306EA,[redacted],[redacted],[redacted],[redacted],,PO Box 398,,Clayton,AL,"=""36016""",county,Barbour County,Barbour,County,Barbour,No Website Found,334-775-3203,1 Court Square,Clayton,AL,"=""36016""",25026.0,10-Mar-2023,SAME
4,201100500500000-111-39EDMG,201100500500000,Head of HR,Human Resources Director,201100500500000-CC21486,[redacted],[redacted],[redacted],[redacted],,220 2nd Ave E,,Oneonta,AL,"=""35121""",county,Blount County,Blount,County,Blount,https://www.blountcountyal.gov/,205-625-6868,220 2nd Ave E,Oneonta,AL,"=""35121""",57755.0,10-Mar-2023,SAME
5,201100600600000-111-IURCLG,201100600600000,Head of HR,County Administrator,201100600600000-022AA2F,[redacted],[redacted],[redacted],[redacted],,PO Box 472,,Union Springs,AL,"=""36089""",county,Bullock County,Bullock,County,Bullock,https://www.bullockal.com/,334-738-3883,110 Hardaway Ave W,Union Springs,AL,"=""36089""",10173.0,17-Mar-2023,SAME
6,201100700700000-111-39EDMG,201100700700000,Head of HR,Human Resources Officer,201100700700000-FADFA53,[redacted],[redacted],[redacted],[redacted],,700 Court Sq,,Greenville,AL,"=""36037""",county,Butler County,Butler,County,Butler,http://butlercountyal.com/,334-382-3612,700 Court Sq,Greenville,AL,"=""36037""",19726.0,10-Mar-2023,SAME
7,201100800800000-111-39EDMG,201100800800000,Head of HR,County Administrator,201100800800000-6CFFCAA,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
8,201100900900000-111-39EDMG,201100900900000,Head of HR,Human Resources Specialist,201100900900000-379A565,[redacted],[redacted],[redacted],[redacted],,2 South Lafayette Street,,Lafayette,AL,"=""36862""",county,Chambers County,Chambers,County,Chambers,http://www.chamberscountyal.gov/,334-864-4341,2 South Lafayette Street,Lafayette,AL,"=""36862""",33427.0,10-Mar-2023,SAME
9,201101001000000-111-39EDMG,201101001000000,Head of HR,Human Resources Manager,201101001000000-BC4C1BF,[redacted],[redacted],[redacted],[redacted],,260 Cedar Bluff Road,,Centre,AL,"=""35960""",county,Cherokee County,Cherokee,County,Cherokee,http://www.cherokeecounty-al.gov/,256-927-3668,260 Cedar Bluff Road,Centre,AL,"=""35960""",26035.0,27-Jan-2023,SAME
10,201101101100000-111-39EDMG,201101101100000,Head of HR,Human Resources Director,201101101100000-6F3EE41,[redacted],[redacted],[redacted],[redacted],,500 2nd Avenue North,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
