#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100100100000-103-6BE1F8,201100100100000,Top Appointed Executive,County Administrator/Treasurer,201100100100000-6CAE372,[redacted],[redacted],[redacted],[redacted],,135 North Court Street,,Prattville,AL,"=""36067""",county,Autauga County,Autauga,County,Autauga,http://www.autaugaco.org/,334-358-6700,135 North Court Street,Prattville,AL,"=""36067""",55639.0,10-Mar-2023,SAME
2,201100200200000-103-6D1089,201100200200000,Top Appointed Executive,Administrative Services Manager,201100200200000-F4DAF3F,[redacted],[redacted],[redacted],[redacted],,312 Courthouse Square,,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
3,201100300300000-103-59C5A4,201100300300000,Top Appointed Executive,County Administrator,201100300300000-FB31A46,[redacted],[redacted],[redacted],[redacted],,PO Box 398,,Clayton,AL,"=""36016""",county,Barbour County,Barbour,County,Barbour,No Website Found,334-775-3203,1 Court Square,Clayton,AL,"=""36016""",25026.0,10-Mar-2023,SAME
4,201100400400000-103-5C2FF0,201100400400000,Top Appointed Executive,County Administrator,201100400400000-DF9565D,[redacted],[redacted],[redacted],[redacted],,157 SW Davidson Drive,,Centreville,AL,"=""35042""",county,Bibb County,Bibb,County,Bibb,http://www.bibbal.com/,205-926-3114,157 SW Davidson Drive,Centreville,AL,"=""35042""",22374.0,10-Mar-2023,SAME
5,201100500500000-103-F5524A,201100500500000,Top Appointed Executive,County Administrator,201100500500000-94BF4C8,[redacted],[redacted],[redacted],[redacted],,220 2nd Ave E,Room 106,Oneonta,AL,"=""35121""",county,Blount County,Blount,County,Blount,https://www.blountcountyal.gov/,205-625-6868,220 2nd Ave E,Oneonta,AL,"=""35121""",57755.0,10-Mar-2023,SAME
6,201100600600000-103-3TBCK4,201100600600000,Top Appointed Executive,County Administrator,201100600600000-022AA2F,[redacted],[redacted],[redacted],[redacted],,PO Box 472,,Union Springs,AL,"=""36089""",county,Bullock County,Bullock,County,Bullock,https://www.bullockal.com/,334-738-3883,110 Hardaway Ave W,Union Springs,AL,"=""36089""",10173.0,17-Mar-2023,SAME
7,201100700700000-103-8AC36C,201100700700000,Top Appointed Executive,County Administrator,201100700700000-E5F5682,[redacted],[redacted],[redacted],[redacted],225,PO Box 756,,Greenville,AL,"=""36037""",county,Butler County,Butler,County,Butler,http://butlercountyal.com/,334-382-3612,700 Court Sq,Greenville,AL,"=""36037""",19726.0,10-Mar-2023,SAME
8,201100800800000-103-CC9C09,201100800800000,Top Appointed Executive,County Administrator,201100800800000-6CFFCAA,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
9,201100900900000-103-D6CD8A,201100900900000,Top Appointed Executive,County Manager,201100900900000-152F518,[redacted],[redacted],[redacted],[redacted],,2 South Lafayette Street,,Lafayette,AL,"=""36862""",county,Chambers County,Chambers,County,Chambers,http://www.chamberscountyal.gov/,334-864-4341,2 South Lafayette Street,Lafayette,AL,"=""36862""",33427.0,10-Mar-2023,SAME
10,201101001000000-103-1F2864,201101001000000,Top Appointed Executive,County Administrator,201101001000000-990EA53,[redacted],[redacted],[redacted],[redacted],,260 Cedar Bluff Road,,Centre,AL,"=""35960""",county,Cherokee County,Cherokee,County,Cherokee,http://www.cherokeecounty-al.gov/,256-927-3668,260 Cedar Bluff Road,Centre,AL,"=""35960""",26035.0,14-Apr-2023,SAME
11,201101101100000-103-FA3786,201101101100000,Top Appointed Executive,County Administrator,201101101100000-B7755FB,[redacted],[redacted],[redacted],[redacted],,500 2nd Ave North,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
12,201101301300000-103-9BEFA5,201101301300000,Top Appointed Executive,County Administrator,201101301300000-7F1A30F,[redacted],[redacted],[redacted],[redacted],,114 Court Street Grove Hil,,Grove Hill,AL,"=""36451""",county,Clarke County,Clarke,County,Clarke,http://www.clarkecountyal.com,251-275-3507,114 Court Street,Grove Hill,AL,"=""36451""",23866.0,10-Mar-2023,SAME
13,201101401400000-103-4D182A,201101401400000,Top Appointed Executive,County Administrator/Chief Personnel Officer,201101401400000-7396C80,[redacted],[redacted],[redacted],[redacted],1,41771 Highway 77 North,,Ashland,AL,"=""36251""",county,Clay County,Clay,County,Clay,https://alabamaclaycounty.com/,256-354-7888,41771 Highway 77 North,Ashland,AL,"=""36251""",13285.0,10-Mar-2023,SAME
14,201101501500000-103-2CE7B2,201101501500000,Top Appointed Executive,County Administrator,201101501500000-ECA73EC,[redacted],[redacted],[redacted],[redacted],,PO Box 908,,Heflin,AL,"=""36264""",county,Cleburne County,Cleburne,County,Cleburne,http://cleburnecounty.us,256-463-3838,6751 Highway 78,Heflin,AL,"=""36264""",14952.0,10-Mar-2023,SAME
15,201101601600000-103-0DF889,201101601600000,Top Appointed Executive,County Administrator,201101601600000-B79BB6E,[redacted],[redacted],[redacted],[redacted],1128,2 County Complex,,New Brockton,AL,"=""36351""",county,Coffee County,Coffee,County,Coffee,http://www.coffeecounty.us/,334-894-5556,2 County Complex,New Brockton,AL,"=""36351""",52238.0,10-Mar-2023,SAME
