#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100100100000-101-5D99C7,201100100100000,Top Elected Official,"Chairman, County Commission",201100100100000-C110E31,[redacted],[redacted],[redacted],[redacted],,2183 Hwy 31 North,,Deatsville,AL,"=""36022""",county,Autauga County,Autauga,County,Autauga,http://www.autaugaco.org/,334-358-6700,135 North Court Street,Prattville,AL,"=""36067""",55639.0,10-Mar-2023,SAME
2,201100200200000-101-45E628,201100200200000,Top Elected Official,"Chairman, County Commission",201100200200000-9427D47,[redacted],[redacted],[redacted],[redacted],2804,312 Courthouse Square,Suite 12,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
3,201100300300000-101-B8E322,201100300300000,Top Elected Official,"Chairman, County Commission",201100300300000-538E616,[redacted],[redacted],[redacted],[redacted],,PO Box 398,,Clayton,AL,"=""36016""",county,Barbour County,Barbour,County,Barbour,No Website Found,334-775-3203,1 Court Square,Clayton,AL,"=""36016""",25026.0,10-Mar-2023,SAME
4,201100400400000-101-A0C070,201100400400000,Top Elected Official,"Chairman, County Commission",201100400400000-2E8AC27,[redacted],[redacted],[redacted],[redacted],,157 SW Davidson Drive,,Centreville,AL,"=""35042""",county,Bibb County,Bibb,County,Bibb,http://www.bibbal.com/,205-926-3114,157 SW Davidson Drive,Centreville,AL,"=""35042""",22374.0,10-Mar-2023,SAME
5,201100500500000-101-1DEEBD,201100500500000,Top Elected Official,Probate Judge,201100500500000-BD839AC,[redacted],[redacted],[redacted],[redacted],,220 2nd Ave E,Room 106,Oneonta,AL,"=""35121""",county,Blount County,Blount,County,Blount,https://www.blountcountyal.gov/,205-625-6868,220 2nd Ave E,Oneonta,AL,"=""35121""",57755.0,10-Mar-2023,SAME
6,201100600600000-101-2P58KS,201100600600000,Top Elected Official,"Chairman, County Commissioners",201100600600000-129CE7C,[redacted],[redacted],[redacted],[redacted],,PO Box 472,,Union Springs,AL,"=""36089""",county,Bullock County,Bullock,County,Bullock,https://www.bullockal.com/,334-738-3883,110 Hardaway Ave W,Union Springs,AL,"=""36089""",10173.0,17-Mar-2023,SAME
7,201100700700000-101-612CC1,201100700700000,Top Elected Official,"Chairman, County Commission",201100700700000-35CB7C1,[redacted],[redacted],[redacted],[redacted],,PO Box 756,,Greenville,AL,"=""36037""",county,Butler County,Butler,County,Butler,http://butlercountyal.com/,334-382-3612,700 Court Sq,Greenville,AL,"=""36037""",19726.0,28-Apr-2023,SAME
8,201100800800000-101-64E7F5,201100800800000,Top Elected Official,"Chairman, County Commission",201100800800000-334854C,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
9,201100900900000-101-F15334,201100900900000,Top Elected Official,"Chairman, County Commission",201100900900000-BB26310,[redacted],[redacted],[redacted],[redacted],,3303 County Road 388,,Valley,AL,"=""36854""",county,Chambers County,Chambers,County,Chambers,http://www.chamberscountyal.gov/,334-864-4341,2 South Lafayette Street,Lafayette,AL,"=""36862""",33427.0,13-May-2023,SAME
10,201101001000000-101-3D61C6,201101001000000,Top Elected Official,"Chairman, County Commission",201101001000000-77BC86B,[redacted],[redacted],[redacted],[redacted],,260 Cedar Bluff Road,,Centre,AL,"=""35960""",county,Cherokee County,Cherokee,County,Cherokee,http://www.cherokeecounty-al.gov/,256-927-3668,260 Cedar Bluff Road,Centre,AL,"=""35960""",26035.0,14-Apr-2023,SAME
11,201101101100000-101-88530C,201101101100000,Top Elected Official,"Chairman, County Commission",201101101100000-0764827,[redacted],[redacted],[redacted],[redacted],,1911 2nd Avenue,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
12,201101201200000-101-31D1B6,201101201200000,Top Elected Official,Probate Judge,201101201200000-87465D1,[redacted],[redacted],[redacted],[redacted],,117 S Mulberry Avenue,,Butler,AL,"=""36904""",county,Choctaw County,Choctaw,County,Choctaw,No Website Found,205-459-2100,117 S Mulberry Avenue,Butler,AL,"=""36904""",12755.0,10-Mar-2023,SAME
13,201101301300000-101-A5E07D,201101301300000,Top Elected Official,"Chairman, County Commission",201101301300000-FA76BFC,[redacted],[redacted],[redacted],[redacted],,PO Box 548,,Grove Hill,AL,"=""36451""",county,Clarke County,Clarke,County,Clarke,http://www.clarkecountyal.com,251-275-3507,114 Court Street,Grove Hill,AL,"=""36451""",23866.0,28-Apr-2023,SAME
14,201101401400000-101-CF0E58,201101401400000,Top Elected Official,"Chairman, County Commission",201101401400000-FF47566,[redacted],[redacted],[redacted],[redacted],,41771 Highway 77 North,,Ashland,AL,"=""36251""",county,Clay County,Clay,County,Clay,https://alabamaclaycounty.com/,256-354-7888,41771 Highway 77 North,Ashland,AL,"=""36251""",13285.0,10-Mar-2023,SAME
15,201101501500000-101-8E2566,201101501500000,Top Elected Official,"Chairman, County Commission",201101501500000-6BA03DE,[redacted],[redacted],[redacted],[redacted],,PO Box 908,,Heflin,AL,"=""36264""",county,Cleburne County,Cleburne,County,Cleburne,http://cleburnecounty.us,256-463-3838,6751 Highway 78,Heflin,AL,"=""36264""",14952.0,10-Mar-2023,SAME
16,201101601600000-101-F59557,201101601600000,Top Elected Official,"Chairman, County Commission",201101601600000-46B3552,[redacted],[redacted],[redacted],[redacted],,2 County Complex,,New Brockton,AL,"=""36351""",county,Coffee County,Coffee,County,Coffee,http://www.coffeecounty.us/,334-894-5556,2 County Complex,New Brockton,AL,"=""36351""",52238.0,10-Mar-2023,SAME
17,201101701700000-101-FEC2C5,201101701700000,Top Elected Official,"Chairman, County Commission",201101701700000-7C6174C,[redacted],[redacted],[redacted],[redacted],,201 N. Main Street,,Tuscumbia,AL,"=""35674""",county,Colbert County,Colbert,County,Colbert,http://www.colbertcounty.org/,256-386-8500,201 N. Main Street,Tuscumbia,AL,"=""35674""",54957.0,10-Mar-2023,SAME
18,201101801800000-101-2CF156,201101801800000,Top Elected Official,"Chairman, County Commission",201101801800000-3955753,[redacted],[redacted],[redacted],[redacted],,PO Box 347,,Evergreen,AL,"=""36401""",county,Conecuh County,Conecuh,County,Conecuh,https://www.conecuhcounty.us/,251-578-2095,111 Court Street,Evergreen,AL,"=""36401""",12219.0,10-Mar-2023,SAME
19,201101901900000-101-4452C9,201101901900000,Top Elected Official,"Chairman, County Commission",201101901900000-F0BB295,[redacted],[redacted],[redacted],[redacted],,PO Box 10,,Rockford,AL,"=""35136""",county,Coosa County,Coosa,County,Coosa,http://www.coosacountyal.com/,256-377-2420,9709 US Highway 231,Rockford,AL,"=""35136""",10696.0,10-Mar-2023,SAME
20,201102002000000-101-C8FAB4,201102002000000,Top Elected Official,"Chairman, County Commission",201102002000000-79FA55A,[redacted],[redacted],[redacted],[redacted],,PO Box 188,,Andalusia,AL,"=""36420""",county,Covington County,Covington,County,Covington,http://www.covcounty.com,334-428-2610,260 Hillcrest Drive,Andalusia,AL,"=""36420""",37096.0,10-Mar-2023,SAME
