#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100200200000-116-8KAVTW,201100200200000,Head of Parks and Recreation,Parks Supervisor,201100200200000-A9C07E1,[redacted],[redacted],[redacted],[redacted],,22300 West Blvd.,,Silverhill,AL,"=""36576""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
2,201100500500000-116-8KAVTW,201100500500000,Head of Parks and Recreation,Parks Manager,201100500500000-90763BC,[redacted],[redacted],[redacted],[redacted],,220 2nd Ave E,,Oneonta,AL,"=""35121""",county,Blount County,Blount,County,Blount,https://www.blountcountyal.gov/,205-625-6868,220 2nd Ave E,Oneonta,AL,"=""35121""",57755.0,10-Mar-2023,SAME
3,201101101100000-116-8KAVTW,201101101100000,Head of Parks and Recreation,Parks and Recreation Director,201101101100000-733A861,[redacted],[redacted],[redacted],[redacted],,500 2nd Ave North,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
4,201102202200000-116-8KAVTW,201102202200000,Head of Parks and Recreation,Parks and Recreation Director,201102202200000-7CC893C,[redacted],[redacted],[redacted],[redacted],,500 Second Avenue SW,Room 105,Cullman,AL,"=""35055""",county,Cullman County,Cullman,County,Cullman,http://www.co.cullman.al.us/,258-775-4878,500 2nd Avenue SW,Cullman,AL,"=""35055""",83345.0,20-Jan-2023,SAME
5,201102402400000-116-8KAVTW,201102402400000,Head of Parks and Recreation,Parks and Recreation Director,201102402400000-1E93B16,[redacted],[redacted],[redacted],[redacted],,4008 Landline Road,,Selma,AL,"=""36702""",county,Dallas County,Dallas,County,Dallas,http://www.dallascounty-al.org,334-874-2500,105 Lauderdale Street,Selma,AL,"=""36702""",38184.0,10-Mar-2023,SAME
6,201102702700000-116-8KAVTW,201102702700000,Head of Parks and Recreation,Parks and Recreation Manager,201102702700000-F57A8D1,[redacted],[redacted],[redacted],[redacted],,314 Belleville Ave,,Brewton,AL,"=""36426""",county,Escambia County,Escambia,County,Escambia,http://www.co.escambia.al.us,251-867-0299,314 Belleville Avenue,Brewton,AL,"=""36426""",36775.0,10-Mar-2023,SAME
7,201103603600000-116-8KAVTW,201103603600000,Head of Parks and Recreation,Parks Director,201103603600000-7B55B8C,[redacted],[redacted],[redacted],[redacted],,2302 County Park Road,,Scottsboro,AL,"=""35768""",county,Jackson County,Jackson,County,Jackson,http://jacksoncountyal.gov/,256-574-9280,102 E. Laurel Street,Scottsboro,AL,"=""35768""",51765.0,10-Mar-2023,SAME
8,201103903900000-116-8KAVTW,201103903900000,Head of Parks and Recreation,Parks and Recreation Manager,201103903900000-9314BC0,[redacted],[redacted],[redacted],[redacted],,P.O. Box 1059,,Florence,AL,"=""35631""",county,Lauderdale County,Lauderdale,County,Lauderdale,https://lauderdalecountyal.gov/,256-760-5747,200 S. Court Street,Florence,AL,"=""35630""",92870.0,10-Mar-2023,SAME
9,201104104100000-116-8KAVTW,201104104100000,Head of Parks and Recreation,Parks Director,201104104100000-EA1FA44,[redacted],[redacted],[redacted],[redacted],,215 South Ninth Street,,Opelika,AL,"=""36801""",county,Lee County,Lee,County,Lee,http://www.leeco.us/,334-745-9767,215 South Ninth Street,Opelika,AL,"=""36801""",163461.0,10-Mar-2023,SAME
10,201104204200000-116-8KAVTW,201104204200000,Head of Parks and Recreation,Parks and Recreation Director,201104204200000-612F62F,[redacted],[redacted],[redacted],[redacted],,310 W. Washington St.,,Athens,AL,"=""35611""",county,Limestone County,Limestone,County,Limestone,http://www.limestonecounty-al.gov,256-233-6400,310 W. Washington St.,Athens,AL,"=""35611""",96921.0,10-Mar-2023,SAME
