#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201105605600000-108-CF8476,201105605600000,Head of Fire Protection Services,Fire Chief,201105605600000-E9999F2,[redacted],[redacted],[redacted],[redacted],,PO Box 249,,Wedowee,AL,"=""36278""",county,Randolph County,Randolph,County,Randolph,https://randolphcountyal.gov/,256-357-4980,2nd Main Street,Wedowee,AL,"=""36278""",22732.0,17-Mar-2023,SAME
2,201200100300000-108-A7F094,201200100300000,Head of Fire Protection Services,Fire Chief,201200100300000-C3B3C68,[redacted],[redacted],[redacted],[redacted],,102 West Main Street,,Prattville,AL,"=""36067""",municipality,City of Prattville,Prattville,City,Autauga,http://www.prattvilleal.gov/,334-365-9997,101 West Main Street,Prattville,AL,"=""36067""",36599.0,09-Dec-2022,SAME
3,201200200100000-108-C3BACB,201200200100000,Head of Fire Protection Services,Fire Chief,201200200100000-8848C13,[redacted],[redacted],[redacted],[redacted],,301 D'Olive Street,,Bay Minette,AL,"=""36507""",municipality,City of Bay Minette,Bay Minette,City,Baldwin,http://www.cityofbayminette.org/,251-580-1619,301 D'Olive Street,Bay Minette,AL,"=""36507""",9297.0,09-Dec-2022,SAME
4,201200200200000-108-1C1695,201200200200000,Head of Fire Protection Services,Fire Chief,201200200200000-3B86D56,[redacted],[redacted],[redacted],[redacted],,PO Box 400,,Daphne,AL,"=""36526""",municipality,City of Daphne,Daphne,City,Baldwin,http://www.daphneal.com,251-620-1000,1705 Main Street,Daphne,AL,"=""36526""",26578.0,09-Dec-2022,SAME
5,201200200300000-108-C9FB76,201200200300000,Head of Fire Protection Services,Fire Chief,201200200300000-B6EC42B,[redacted],[redacted],[redacted],[redacted],,PO Box 277,,Elberta,AL,"=""36530""",municipality,Town of Elberta,Elberta,Town,Baldwin,https://townofelberta.com/,251-986-5995,13052 Main Street,Elberta,AL,"=""36530""",1958.0,09-Dec-2022,SAME
6,201200200400000-108-2FD717,201200200400000,Head of Fire Protection Services,Fire Chief,201200200400000-E740EFE,[redacted],[redacted],[redacted],[redacted],,198 South Ingleside,,Fairhope,AL,"=""36532""",municipality,City of Fairhope,Fairhope,City,Baldwin,http://www.fairhopeal.gov,251-928-2136,161 North Section Street,Fairhope,AL,"=""36532""",22035.0,24-Mar-2023,SAME
7,201200200500000-108-FC63BD,201200200500000,Head of Fire Protection Services,Fire Chief,201200200500000-063742F,[redacted],[redacted],[redacted],[redacted],,PO Box 1750,,Foley,AL,"=""36536""",municipality,City of Foley,Foley,City,Baldwin,http://www.cityoffoley.org,251-943-1545,407 East Laurel Avenue,Foley,AL,"=""36535""",19337.0,09-Dec-2022,SAME
8,201200200600000-108-FFCEE7,201200200600000,Head of Fire Protection Services,Fire Chief,201200200600000-6D1940E,[redacted],[redacted],[redacted],[redacted],,PO Box 1054,,Robertsdale,AL,"=""36567""",municipality,City of Robertsdale,Robertsdale,City,Baldwin,http://www.robertsdale.org,251-947-8900,22647 Racine Street,Robertsdale,AL,"=""36567""",6776.0,09-Dec-2022,SAME
9,201200200800000-108-HK0PLQ,201200200800000,Head of Fire Protection Services,Mayor Pro Tem,201200200800000-4F90900,[redacted],[redacted],[redacted],[redacted],,502 W Lee Ave,,Summerdale,AL,"=""36580""",municipality,Town of Summerdale,Summerdale,Town,Baldwin,https://www.summerdaleal.com,251-989-6202,502 W Lee Ave,Summerdale,AL,"=""36580""",1429.0,05-May-2023,SAME
10,201200210100000-108-2EJU03,201200210100000,Head of Fire Protection Services,Fire Chief,201200210100000-ADFC75F,[redacted],[redacted],[redacted],[redacted],,PO Box 51,,Magnolia Springs,AL,"=""36555""",municipality,Town of Magnolia Springs,Magnolia Springs,Town,Baldwin,https://www.townofmagnoliasprings.org/,251-965-9888,12191 Magnolia Springs Hwy,Magnolia Springs,AL,"=""36555""",1129.0,05-May-2023,SAME
