#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100100100000-118-2WQFTX,201100100100000,Deputy Top Appointed Executive,Deputy County Administrator/HR Director,201100100100000-7D01440,[redacted],[redacted],[redacted],[redacted],,135 North Court Street,,Prattville,AL,"=""36067""",county,Autauga County,Autauga,County,Autauga,http://www.autaugaco.org/,334-358-6700,135 North Court Street,Prattville,AL,"=""36067""",55639.0,10-Mar-2023,SAME
2,201100200200000-118-2WQFTX,201100200200000,Deputy Top Appointed Executive,Assistant Administrative Services Manager,201100200200000-8DD5626,[redacted],[redacted],[redacted],[redacted],,312 Courthouse Square,,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
3,201100400400000-118-2WQFTX,201100400400000,Deputy Top Appointed Executive,Deputy County Administrator,201100400400000-DA4505D,[redacted],[redacted],[redacted],[redacted],,157 SW Davidson Drive,,Centreville,AL,"=""35042""",county,Bibb County,Bibb,County,Bibb,http://www.bibbal.com/,205-926-3114,157 SW Davidson Drive,Centreville,AL,"=""35042""",22374.0,10-Mar-2023,SAME
4,201100800800000-118-2WQFTX,201100800800000,Deputy Top Appointed Executive,Assistant County Administrator,201100800800000-11F7CA5,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
5,201101001000000-118-2WQFTX,201101001000000,Deputy Top Appointed Executive,Deputy County Administrator,201101001000000-EC68658,[redacted],[redacted],[redacted],[redacted],,260 Cedar Bluff Road,,Centre,AL,"=""35960""",county,Cherokee County,Cherokee,County,Cherokee,http://www.cherokeecounty-al.gov/,256-927-3668,260 Cedar Bluff Road,Centre,AL,"=""35960""",26035.0,27-Jan-2023,SAME
6,201101101100000-118-2WQFTX,201101101100000,Deputy Top Appointed Executive,Assistant County Administrator,201101101100000-D55DDEE,[redacted],[redacted],[redacted],[redacted],,500 2nd Ave North,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
7,201101401400000-118-2WQFTX,201101401400000,Deputy Top Appointed Executive,Assistant County Administrator,201101401400000-B1C3CAE,[redacted],[redacted],[redacted],[redacted],,41771 Highway 77 North,,Ashland,AL,"=""36251""",county,Clay County,Clay,County,Clay,https://alabamaclaycounty.com/,256-354-7888,41771 Highway 77 North,Ashland,AL,"=""36251""",13285.0,10-Mar-2023,SAME
8,201102102100000-118-2WQFTX,201102102100000,Deputy Top Appointed Executive,Assistant County Administrator,201102102100000-D4DD74C,[redacted],[redacted],[redacted],[redacted],,269 Country Lane,,Luverne,AL,"=""36049""",county,Crenshaw County,Crenshaw,County,Crenshaw,http://www.crenshawcountyalonline.com/,334-335-6568,29 S Glenwood Ave.,Luverne,AL,"=""36049""",13826.0,17-Mar-2023,SAME
9,201102502500000-118-2WQFTX,201102502500000,Deputy Top Appointed Executive,Assistant County Administrator,201102502500000-13C185A,[redacted],[redacted],[redacted],[redacted],,111 Grand Avenue SW,,Fort Payne,AL,"=""35967""",county,DeKalb County,DeKalb,County,De Kalb,http://www.dekalbcountyal.us/,256-845-8500,111 Grand Avenue SW,Fort Payne,AL,"=""35967""",71430.0,24-Mar-2023,SAME
10,201102902900000-118-2WQFTX,201102902900000,Deputy Top Appointed Executive,Assistant County Administrator,201102902900000-AB98302,[redacted],[redacted],[redacted],[redacted],,103 1st Ave NW,,Fayette,AL,"=""35555""",county,Fayette County,Fayette,County,Fayette,https://www.fayettecountyalbama.com/,205-932-4510,103 1st Avenue NW,Fayette,AL,"=""35555""",16406.0,10-Mar-2023,SAME
