#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100200200000-112-J13N7S,201100200200000,Head of Communications,Public Information Officer,201100200200000-865FDEC,[redacted],[redacted],[redacted],[redacted],,322 Courthouse Square,,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,10-Mar-2023,SAME
2,201100700700000-112-J13N7S,201100700700000,Head of Communications,County Administrator,201100700700000-E5F5682,[redacted],[redacted],[redacted],[redacted],225,PO Box 756,,Greenville,AL,"=""36037""",county,Butler County,Butler,County,Butler,http://butlercountyal.com/,334-382-3612,700 Court Sq,Greenville,AL,"=""36037""",19726.0,10-Mar-2023,SAME
3,201100800800000-112-J13N7S,201100800800000,Head of Communications,County Administrator,201100800800000-6CFFCAA,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
4,201101801800000-112-J13N7S,201101801800000,Head of Communications,County Administrator,201101801800000-B7B1DFF,[redacted],[redacted],[redacted],[redacted],,PO Box 347,,Evergreen,AL,"=""36401""",county,Conecuh County,Conecuh,County,Conecuh,https://www.conecuhcounty.us/,251-578-2095,111 Court Street,Evergreen,AL,"=""36401""",12219.0,10-Mar-2023,SAME
5,201101901900000-112-J13N7S,201101901900000,Head of Communications,County Administrator,201101901900000-B1D74CA,[redacted],[redacted],[redacted],[redacted],,PO Box 10,,Rockford,AL,"=""35136""",county,Coosa County,Coosa,County,Coosa,http://www.coosacountyal.com/,256-377-2420,9709 US Highway 231,Rockford,AL,"=""35136""",10696.0,10-Mar-2023,SAME
6,201102002000000-112-J13N7S,201102002000000,Head of Communications,County Administrator,201102002000000-F035216,[redacted],[redacted],[redacted],[redacted],,PO Box 188,,Andalusia,AL,"=""36420""",county,Covington County,Covington,County,Covington,http://www.covcounty.com,334-428-2610,260 Hillcrest Drive,Andalusia,AL,"=""36420""",37096.0,10-Mar-2023,SAME
7,201102202200000-112-J13N7S,201102202200000,Head of Communications,County Clerk,201102202200000-63EA9C8,[redacted],[redacted],[redacted],[redacted],,500 2nd Avenue SW,,Cullman,AL,"=""35055""",county,Cullman County,Cullman,County,Cullman,http://www.co.cullman.al.us/,258-775-4878,500 2nd Avenue SW,Cullman,AL,"=""35055""",83345.0,28-Apr-2023,SAME
8,201102602600000-112-J13N7S,201102602600000,Head of Communications,Public Information Officer,201102602600000-028B831,[redacted],[redacted],[redacted],[redacted],1204,100 East Commerce Street,,Wetumpka,AL,"=""36092""",county,Elmore County,Elmore,County,Elmore,http://www.elmoreco.org/,334-514-5841,100 East Commerce Street,Wetumpka,AL,"=""36092""",81526.0,10-Mar-2023,SAME
9,201102902900000-112-J13N7S,201102902900000,Head of Communications,County Administrator/Clerk,201102902900000-E0AE424,[redacted],[redacted],[redacted],[redacted],,103 1st Ave NW,,Fayette,AL,"=""35555""",county,Fayette County,Fayette,County,Fayette,https://www.fayettecountyalbama.com/,205-932-4510,103 1st Avenue NW,Fayette,AL,"=""35555""",16406.0,10-Mar-2023,SAME
10,201103003000000-112-J13N7S,201103003000000,Head of Communications,County Administrator,201103003000000-D50744C,[redacted],[redacted],[redacted],[redacted],,405 North Jackson Avenue,PO Box 1028,Russellville,AL,"=""35653""",county,Franklin County,Franklin,County,Franklin,http://www.franklincountyal.org/,256-332-8853,405 North Jackson Avenue,Russellville,AL,"=""35653""",31587.0,10-Mar-2023,SAME
