#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
1,201100100100000-109-E31745,201100100100000,Head Clerk,County Secretary/Clerk,201100100100000-5C3D6AD,[redacted],[redacted],[redacted],[redacted],,135 North Court Street,,Prattville,AL,"=""36067""",county,Autauga County,Autauga,County,Autauga,http://www.autaugaco.org/,334-358-6700,135 North Court Street,Prattville,AL,"=""36067""",55639.0,09-Dec-2022,SAME
2,201100200200000-109-7A012D,201100200200000,Head Clerk,Finance Director/Clerk/Treasurer,201100200200000-B82A823,[redacted],[redacted],[redacted],[redacted],,312 Courthouse Square,,Bay Minette,AL,"=""36507""",county,Baldwin County,Baldwin,County,Baldwin,http://www.baldwincountyal.gov/,251-580-2564,322 Courthouse Square,Bay Minette,AL,"=""36507""",218289.0,09-Dec-2022,SAME
3,201100300300000-109-59C5A4,201100300300000,Head Clerk,County Administrator,201100300300000-FB31A46,[redacted],[redacted],[redacted],[redacted],,PO Box 398,,Clayton,AL,"=""36016""",county,Barbour County,Barbour,County,Barbour,No Website Found,334-775-3203,1 Court Square,Clayton,AL,"=""36016""",25026.0,10-Mar-2023,SAME
4,201100400400000-109-5C2FF0,201100400400000,Head Clerk,County Administrator,201100400400000-DF9565D,[redacted],[redacted],[redacted],[redacted],,157 SW Davidson Drive,,Centreville,AL,"=""35042""",county,Bibb County,Bibb,County,Bibb,http://www.bibbal.com/,205-926-3114,157 SW Davidson Drive,Centreville,AL,"=""35042""",22374.0,10-Mar-2023,SAME
5,201100500500000-109-1F4CFC,201100500500000,Head Clerk,County Clerk,201100500500000-892ED2B,[redacted],[redacted],[redacted],[redacted],,220 2nd Ave E,Room 106,Oneonta,AL,"=""35121""",county,Blount County,Blount,County,Blount,https://www.blountcountyal.gov/,205-625-6868,220 2nd Ave E,Oneonta,AL,"=""35121""",57755.0,16-Dec-2022,SAME
6,201100600600000-109-NQA73S,201100600600000,Head Clerk,County Administrator,201100600600000-022AA2F,[redacted],[redacted],[redacted],[redacted],,PO Box 472,,Union Springs,AL,"=""36089""",county,Bullock County,Bullock,County,Bullock,https://www.bullockal.com/,334-738-3883,110 Hardaway Ave W,Union Springs,AL,"=""36089""",10173.0,17-Mar-2023,SAME
7,201100700700000-109-06F896,201100700700000,Head Clerk,County Administrator,201100700700000-E5F5682,[redacted],[redacted],[redacted],[redacted],225,PO Box 756,,Greenville,AL,"=""36037""",county,Butler County,Butler,County,Butler,http://butlercountyal.com/,334-382-3612,700 Court Sq,Greenville,AL,"=""36037""",19726.0,10-Mar-2023,SAME
8,201100800800000-109-CC9C09,201100800800000,Head Clerk,County Administrator,201100800800000-6CFFCAA,[redacted],[redacted],[redacted],[redacted],,1702 Noble Street,Suite 103,Anniston,AL,"=""36201""",county,Calhoun County,Calhoun,County,Calhoun,https://www.calhouncounty.org/,256-241-2800,1702 Noble Street,Anniston,AL,"=""36201""",114324.0,10-Mar-2023,SAME
9,201100900900000-109-42CA7E,201100900900000,Head Clerk,County Manager,201100900900000-152F518,[redacted],[redacted],[redacted],[redacted],,2 South Lafayette Street,,Lafayette,AL,"=""36862""",county,Chambers County,Chambers,County,Chambers,http://www.chamberscountyal.gov/,334-864-4341,2 South Lafayette Street,Lafayette,AL,"=""36862""",33427.0,10-Mar-2023,SAME
10,201101001000000-109-7948BA,201101001000000,Head Clerk,County Administrator,201101001000000-990EA53,[redacted],[redacted],[redacted],[redacted],,260 Cedar Bluff Road,,Centre,AL,"=""35960""",county,Cherokee County,Cherokee,County,Cherokee,http://www.cherokeecounty-al.gov/,256-927-3668,260 Cedar Bluff Road,Centre,AL,"=""35960""",26035.0,14-Apr-2023,SAME
11,201101101100000-109-BE0843,201101101100000,Head Clerk,County Administrator,201101101100000-B7755FB,[redacted],[redacted],[redacted],[redacted],,500 2nd Ave North,,Clanton,AL,"=""35045""",county,Chilton County,Chilton,County,Chilton,https://chiltoncounty.org,205-755-1551,500 2nd Avenue North,Clanton,AL,"=""35045""",44147.0,10-Mar-2023,SAME
12,201101201200000-109-34113C,201101201200000,Head Clerk,County Treasurer/Clerk,201101201200000-2931431,[redacted],[redacted],[redacted],[redacted],,117 S Mulberry Avenue,,Butler,AL,"=""36904""",county,Choctaw County,Choctaw,County,Choctaw,No Website Found,205-459-2100,117 S Mulberry Avenue,Butler,AL,"=""36904""",12755.0,10-Mar-2023,SAME
13,201101301300000-109-E84046,201101301300000,Head Clerk,County Administrator,201101301300000-7F1A30F,[redacted],[redacted],[redacted],[redacted],,114 Court Street Grove Hil,,Grove Hill,AL,"=""36451""",county,Clarke County,Clarke,County,Clarke,http://www.clarkecountyal.com,251-275-3507,114 Court Street,Grove Hill,AL,"=""36451""",23866.0,10-Mar-2023,SAME
